data,variable,ae,np
2021-05-25,tmin,3.1,3.89
2021-05-25,tmax,18.4,19.75
2021-05-25,prec,0,0
2021-05-26,tmed,11.6125,13.98
2021-05-26,ur,72,61.31
2021-05-26,tmin,6.3,5.41
2021-05-26,tmax,21.1,22.51
2021-05-26,prec,0,0.04
2021-05-27,tmed,14.1391304347826,16.31
2021-05-27,ur,66.7391304347826,71.5
2021-05-27,tmin,8.2,7.34
2021-05-27,tmax,24.3,24.4
2021-05-27,prec,0,0.02
2021-05-28,tmed,19.4958333333333,20.56
2021-05-28,ur,76.5416666666667,84.56
2021-05-28,tmin,16.7,15.13
2021-05-28,tmax,24.7,26.16
2021-05-28,prec,5.2,12.78
2021-05-29,tmed,19.3416666666667,17.63
2021-05-29,ur,88.6666666666667,83.44
2021-05-29,tmin,13.8,10
2021-05-29,tmax,22.4,23.41
2021-05-29,prec,26.8,15.62
2021-05-30,tmed,11.8333333333333,11.03
2021-05-30,ur,69.9583333333333,70.5
2021-05-30,tmin,8.5,5.85
2021-05-30,tmax,16.7,18.01
2021-05-30,prec,0,0
2021-05-31,tmed,11.1041666666667,11.33
2021-05-31,ur,65.5,69.5
2021-05-31,tmin,5.2,3.74
2021-05-31,tmax,20.3,21.51
2021-05-31,prec,0,0.06
2021-06-01,tmed,13.225,14.41
2021-06-01,ur,75.7083333333333,73.44
2021-06-01,tmin,6.6,6.07
2021-06-01,tmax,22.5,22.75
2021-06-01,prec,0,0.01
2021-06-02,tmed,16.1791666666667,17.25
2021-06-02,ur,92.2083333333333,90.5
2021-06-02,tmin,12.6,11.94
2021-06-02,tmax,19.9,23.35
2021-06-02,prec,17.4,6.35
2021-06-03,tmed,17.0791666666667,17.92
2021-06-03,ur,95.4583333333333,82.31
2021-06-03,tmin,15.7,11.71
2021-06-03,tmax,19,24.78
2021-06-03,prec,0.2,1.02
2021-06-04,tmed,20.0541666666667,20.05
2021-06-04,ur,80.4583333333333,79.44
2021-06-04,tmin,16.4,14.42
2021-06-04,tmax,26.8,28.11
2021-06-04,prec,0,0.05
2021-06-05,tmed,21.6375,20.9
2021-06-05,ur,69.0416666666667,72.75
2021-06-05,tmin,17.8,15.51
2021-06-05,tmax,27.9,28.39
2021-06-05,prec,0,0.33
2021-06-06,tmed,15.5416666666667,17.81
2021-06-06,ur,92.5833333333333,94.06
2021-06-06,tmin,14.5,15.27
2021-06-06,tmax,20.6,19.97
2021-06-06,prec,15.2,13.44
2021-06-07,tmed,15.8666666666667,16.78
2021-06-07,ur,89.625,93.75
2021-06-07,tmin,13.6,14.65
2021-06-07,tmax,19.6,20.06
2021-06-07,prec,0,2.23
2021-06-08,tmed,16.4041666666667,15.6
2021-06-08,ur,91.0833333333333,93.94
2021-06-08,tmin,13.5,14.39
2021-06-08,tmax,18.7,18.04
2021-06-08,prec,24,20.16
2021-06-09,tmed,16.7666666666667,17.58
2021-06-09,ur,88.7916666666667,88.19
2021-06-09,tmin,13.4,13.27
2021-06-09,tmax,22.1,22.6
2021-06-09,prec,4.2,27.6
2021-06-10,tmed,17.2958333333333,17.54
2021-06-10,ur,92.6666666666667,90.75
2021-06-10,tmin,16,14.79
2021-06-10,tmax,18.8,22.01
2021-06-10,prec,9.6,4.32
2021-06-11,tmed,15.075,14.13
2021-06-11,ur,83.0833333333333,86.88
2021-06-11,tmin,12.4,7.97
2021-06-11,tmax,18.2,19.68
2021-06-11,prec,0,0.83
2021-06-12,tmed,10.8166666666667,11.99
2021-06-12,ur,78.9166666666667,69.44
2021-06-12,tmin,5.8,6.72
2021-06-12,tmax,16.6,18.3
2021-06-12,prec,0,0.01
2021-06-13,tmed,12.0666666666667,13.03
2021-06-13,ur,78.75,76.44
2021-06-13,tmin,7.3,6.27
2021-06-13,tmax,19.9,21.67
2021-06-13,prec,0,0.47
2021-06-14,tmed,15.7375,14.55
2021-06-14,ur,72.1666666666667,77.25
2021-06-14,tmin,11.8,8.15
2021-06-14,tmax,21.9,22.08
2021-06-14,prec,0,0.07
2021-06-15,tmed,14.2833333333333,14.51
2021-06-15,ur,86.9583333333333,83.56
2021-06-15,tmin,9.3,8.09
2021-06-15,tmax,20.3,21.28
2021-06-15,prec,0,0.19
2021-06-16,tmed,11.1541666666667,12.13
2021-06-16,ur,87.0833333333333,75.62
2021-06-16,tmin,9.9,6.06
2021-06-16,tmax,13.8,16.75
2021-06-16,prec,0,0.02
2021-06-17,tmed,9.25833333333333,9.76
2021-06-17,ur,76.9583333333333,80.12
2021-06-17,tmin,5,5.17
2021-06-17,tmax,13.8,16.56
2021-06-17,prec,0,0.01
2021-06-18,tmed,11.2458333333333,11.49
2021-06-18,ur,77.2083333333333,80.69
2021-06-18,tmin,7.6,5.91
2021-06-18,tmax,16.8,18.98
2021-06-18,prec,0,2.62
2021-06-19,tmed,13.0083333333333,13.01
2021-06-19,ur,96.5416666666667,94
2021-06-19,tmin,12.3,10.44
2021-06-19,tmax,13.5,15.92
2021-06-19,prec,49.6,32.58
2021-06-20,tmed,12.6083333333333,11.49
2021-06-20,ur,91.5,89.06
2021-06-20,tmin,10.7,8.05
2021-06-20,tmax,14.4,17.51
2021-06-20,prec,2,0.34
2021-06-21,tmed,11.3166666666667,12.87
2021-06-21,ur,94.5416666666667,91.06
2021-06-21,tmin,9.2,8.38
2021-06-21,tmax,13.5,19.17
2021-06-21,prec,3.2,3.48
2021-06-22,tmed,14.3708333333333,14.72
2021-06-22,ur,92.9166666666667,86.69
2021-06-22,tmin,13.2,11.24
2021-06-22,tmax,17.6,20.59
2021-06-22,prec,0.6,0.14
2021-06-23,tmed,15.575,16.15
2021-06-23,ur,82.0416666666667,85.44
2021-06-23,tmin,12.4,11.11
2021-06-23,tmax,19.2,21.68
2021-06-23,prec,0.2,0.26
2021-06-24,tmed,16.4208333333333,15.83
2021-06-24,ur,82.9583333333333,85.5
2021-06-24,tmin,15.6,10.61
2021-06-24,tmax,17.9,20.75
2021-06-24,prec,11.2,13.86
2021-06-25,tmed,12.6083333333333,14.1
2021-06-25,ur,87.7083333333333,82.75
2021-06-25,tmin,6.4,9.33
2021-06-25,tmax,18.6,19.93
2021-06-25,prec,0.2,0.15
2021-06-26,tmed,19.7625,20.48
2021-06-26,ur,77.2083333333333,82.62
2021-06-26,tmin,15.4,14.68
2021-06-26,tmax,26.2,26.63
2021-06-26,prec,0,8.77
2021-06-27,tmed,11.6833333333333,10.69
2021-06-27,ur,94.1666666666667,90.69
2021-06-27,tmin,8.1,6.16
2021-06-27,tmax,23.7,14.6
2021-06-27,prec,49,40.16
2021-06-28,tmed,5.10416666666667,5.81
2021-06-28,ur,83.7916666666667,76.12
2021-06-28,tmin,2.7,2.07
2021-06-28,tmax,8.2,10.93
2021-06-28,prec,0,0.05
2021-06-29,tmed,3.79166666666667,3.38
2021-06-29,ur,80.0416666666667,82.25
2021-06-29,tmin,0.3,-1.06
2021-06-29,tmax,8.6,9.7
2021-06-29,prec,0,0.65
2021-06-30,tmed,5.00833333333333,5.52
2021-06-30,ur,83.875,83.81
2021-06-30,tmin,0.2,-0.13
2021-06-30,tmax,9.2,13.18
2021-06-30,prec,0,0.43
2021-07-01,tmed,8.45833333333333,9.01
2021-07-01,ur,79.75,83.19
2021-07-01,tmin,2.5,3.23
2021-07-01,tmax,15.7,17.41
2021-07-01,prec,0,0.21
2021-07-02,tmed,12.3478260869565,11.3
2021-07-02,ur,71.1739130434783,79.94
2021-07-02,tmin,8.3,5.55
2021-07-02,tmax,19.2,18.76
2021-07-02,prec,0,0.5
2021-07-03,tmed,9.90434782608696,11.58
2021-07-03,ur,85.1304347826087,77.56
2021-07-03,tmin,6.1,6.69
2021-07-03,tmax,15.1,19.01
2021-07-03,prec,0,0.13
2021-07-04,tmed,11.3708333333333,12.9
2021-07-04,ur,80.8333333333333,77.44
2021-07-04,tmin,7.2,5.14
2021-07-04,tmax,18.1,21.29
2021-07-04,prec,0.2,0.15
2021-07-05,tmed,14.6916666666667,16.08
2021-07-05,ur,80.3333333333333,80.06
2021-07-05,tmin,11.3,11.69
2021-07-05,tmax,20.9,22.65
2021-07-05,prec,0,0.02
2021-07-06,tmed,16.2833333333333,14.76
2021-07-06,ur,73.7083333333333,80.38
2021-07-06,tmin,12.4,9.08
2021-07-06,tmax,21.6,22.26
2021-07-06,prec,0,0
2021-07-07,tmed,15.2375,14.9
2021-07-07,ur,70.6666666666667,76.94
2021-07-07,tmin,11.8,9.15
2021-07-07,tmax,21.2,21.55
2021-07-07,prec,0,0.08
2021-07-08,tmed,15.7125,14.67
2021-07-08,ur,75.4166666666667,78.31
2021-07-08,tmin,12,9.06
2021-07-08,tmax,22.1,22.78
2021-07-08,prec,0,0.01
2021-07-09,tmed,14.4166666666667,13.49
2021-07-09,ur,77.0416666666667,77.75
2021-07-09,tmin,10.9,7.33
2021-07-09,tmax,20.5,21.15
2021-07-09,prec,0,0.03
2021-07-10,tmed,15.8583333333333,15.59
2021-07-10,ur,71.4166666666667,74.88
2021-07-10,tmin,10.9,7.76
2021-07-10,tmax,23,23.94
2021-07-10,prec,0,0.09
2021-07-11,tmed,16.8291666666667,15.76
2021-07-11,ur,68.375,72.25
2021-07-11,tmin,12.6,9.82
2021-07-11,tmax,24,24.26
2021-07-11,prec,0,0.02
2021-07-12,tmed,17.6708333333333,15.55
2021-07-12,ur,61.4583333333333,72.44
2021-07-12,tmin,13.1,9.25
2021-07-12,tmax,23.5,23.48
2021-07-12,prec,0,0.01
2021-07-13,tmed,17.6458333333333,16.32
2021-07-13,ur,69.0833333333333,78.56
2021-07-13,tmin,13.4,11.63
2021-07-13,tmax,24,23.42
2021-07-13,prec,0,0.02
2021-07-14,tmed,19.0541666666667,18.35
2021-07-14,ur,63.7916666666667,71.12
2021-07-14,tmin,15.4,12.94
2021-07-14,tmax,24.6,26.19
2021-07-14,prec,0,0.01
2021-07-15,tmed,17.0625,15.69
2021-07-15,ur,83.3333333333333,88.62
2021-07-15,tmin,12.7,11.99
2021-07-15,tmax,20.4,18.78
2021-07-15,prec,29.8,18.24
2021-07-16,tmed,12.7375,14.05
2021-07-16,ur,84,78.38
2021-07-16,tmin,8.1,9.9
2021-07-16,tmax,18,19.51
2021-07-16,prec,0.2,0.13
2021-07-17,tmed,11.8083333333333,11.97
2021-07-17,ur,85.25,83.12
2021-07-17,tmin,8,8.01
2021-07-17,tmax,16.6,17.83
2021-07-17,prec,0,0.08
2021-07-18,tmed,7.425,6.35
2021-07-18,ur,65.7916666666667,70.5
2021-07-18,tmin,1.9,1.4
2021-07-18,tmax,10.8,12.15
2021-07-18,prec,0,0
2021-07-19,tmed,5.8625,5.83
2021-07-19,ur,71.375,78.56
2021-07-19,tmin,-0.7,-1.17
2021-07-19,tmax,12.7,14.5
2021-07-19,prec,0,0.02
2021-07-20,tmed,6.525,8.05
2021-07-20,ur,80.8333333333333,70.75
2021-07-20,tmin,2.2,1.3
2021-07-20,tmax,13.5,13.97
2021-07-20,prec,0,0.02
2021-07-21,tmed,11.9166666666667,11.23
2021-07-21,ur,66.7916666666667,60.75
2021-07-21,tmin,5.4,3.53
2021-07-21,tmax,20.6,21.13
2021-07-21,prec,0,0.02
2021-07-22,tmed,12.9142857142857,14.49
2021-07-22,ur,50.5714285714286,64
2021-07-22,tmin,11,6.16
2021-07-22,tmax,14.1,24.8
2021-07-22,prec,0,0.03
2021-08-01,tmed,12.8318181818182,11.99
2021-08-01,ur,62.5454545454546,73.5
2021-08-01,tmin,6,4.85
2021-08-01,tmax,20.2,20.43
2021-08-01,prec,0,0
2021-08-02,tmed,11.5636363636364,11.4
2021-08-02,ur,69.0454545454546,75.25
2021-08-02,tmin,5.1,5.3
2021-08-02,tmax,18.8,19.65
2021-08-02,prec,0,0
2021-08-03,tmed,11.5181818181818,11.58
2021-08-03,ur,71.6363636363636,74.94
2021-08-03,tmin,6.8,5.06
2021-08-03,tmax,18.6,20.12
2021-08-03,prec,0,0.01
2021-08-04,tmed,13.3409090909091,13.18
2021-08-04,ur,67.2727272727273,75
2021-08-04,tmin,8.5,6.39
2021-08-04,tmax,20.3,21.3
2021-08-04,prec,0,0.01
2021-08-05,tmed,15.4045454545455,16.04
2021-08-05,ur,68.4545454545455,80.06
2021-08-05,tmin,11.2,9.81
2021-08-05,tmax,21.5,23
2021-08-05,prec,0,0.2
2021-08-06,tmed,17.6909090909091,17.56
2021-08-06,ur,63.6363636363636,73.5
2021-08-06,tmin,14,13.13
2021-08-06,tmax,22.5,24.9
2021-08-06,prec,0,0
2021-08-07,tmed,20.0045454545455,18.66
2021-08-07,ur,63.3636363636364,72.5
2021-08-07,tmin,15.4,12.76
2021-08-07,tmax,26.3,26.4
2021-08-07,prec,0,0
2021-08-08,tmed,20.7727272727273,19.06
2021-08-08,ur,62.1818181818182,72.62
2021-08-08,tmin,16.7,12.72
2021-08-08,tmax,27.3,26.99
2021-08-08,prec,0,0.01
2021-08-09,tmed,20.5090909090909,19.83
2021-08-09,ur,58.6818181818182,74.5
2021-08-09,tmin,15.1,14.09
2021-08-09,tmax,28.5,28.99
2021-08-09,prec,0,0.69
2021-08-10,tmed,15.3818181818182,14.57
2021-08-10,ur,91,91.81
2021-08-10,tmin,13.5,10.96
2021-08-10,tmax,21.1,16.58
2021-08-10,prec,8.6,15.81
2021-08-11,tmed,12.15,12.36
2021-08-11,ur,80,75.75
2021-08-11,tmin,9.8,6.55
2021-08-11,tmax,15.9,18.4
2021-08-11,prec,0.2,0.17
2021-08-12,tmed,9.7,10.4
2021-08-12,ur,76.2727272727273,83.38
2021-08-12,tmin,5.4,4.1
2021-08-12,tmax,15.8,16.4
2021-08-12,prec,0,0.75
2021-08-13,tmed,12.7909090909091,14.64
2021-08-13,ur,79.4545454545455,80.44
2021-08-13,tmin,8.3,8.4
2021-08-13,tmax,18.1,21.21
2021-08-13,prec,0,0.08
2021-08-14,tmed,14.9636363636364,14.97
2021-08-14,ur,82.3636363636364,89
2021-08-14,tmin,12.4,9.87
2021-08-14,tmax,18.6,20.17
2021-08-14,prec,0,0.13
2021-08-15,tmed,16.2045454545455,17.11
2021-08-15,ur,83.0454545454546,81.69
2021-08-15,tmin,11.4,12.91
2021-08-15,tmax,22.1,23.37
2021-08-15,prec,0,0.01
2021-08-16,tmed,18.5590909090909,18.47
2021-08-16,ur,72.5,78.31
2021-08-16,tmin,13.3,11.19
2021-08-16,tmax,26.1,25.85
2021-08-16,prec,0,0.01
2021-08-17,tmed,21.3090909090909,20.62
2021-08-17,ur,69.9545454545455,77.75
2021-08-17,tmin,15.4,12.71
2021-08-17,tmax,30.5,29.79
2021-08-17,prec,0,0.07
2021-08-18,tmed,25.1318181818182,22.78
2021-08-18,ur,50.0909090909091,68.75
2021-08-18,tmin,19,17.23
2021-08-18,tmax,33.2,30.94
2021-08-18,prec,0,0.12
2021-08-19,tmed,25.15,23.19
2021-08-19,ur,47.1363636363636,61.62
2021-08-19,tmin,17.4,18.5
2021-08-19,tmax,32.8,31.33
2021-08-19,prec,0,0.02
2021-08-20,tmed,24.7727272727273,22.95
2021-08-20,ur,43.4545454545455,61.38
2021-08-20,tmin,17.6,17.68
2021-08-20,tmax,30.7,30.83
2021-08-20,prec,0,0.37
2021-08-21,tmed,22.7636363636364,22.1
2021-08-21,ur,50.1363636363636,62.12
2021-08-21,tmin,18.6,15.71
2021-08-21,tmax,30.1,30.74
2021-08-21,prec,0,0.04
2021-08-22,tmed,24.3818181818182,22.19
2021-08-22,ur,40.5454545454545,55.12
2021-08-22,tmin,18.5,16.5
2021-08-22,tmax,31.3,31
2021-08-22,prec,0,0
2021-08-23,tmed,24.2272727272727,23.44
2021-08-23,ur,41.9090909090909,59.12
2021-08-23,tmin,19.7,17.16
2021-08-23,tmax,30.8,31.7
2021-08-23,prec,0,0.23
2021-08-24,tmed,23.7772727272727,21.05
2021-08-24,ur,55.8636363636364,80.06
2021-08-24,tmin,21,18.85
2021-08-24,tmax,26.4,25.88
2021-08-24,prec,1,7.76
2021-08-25,tmed,19.7545454545455,20.27
2021-08-25,ur,89.6818181818182,84.06
2021-08-25,tmin,18.6,14.84
2021-08-25,tmax,22.4,27.85
2021-08-25,prec,9.6,5.92
2021-08-26,tmed,14.1045454545455,15.1
2021-08-26,ur,88.7727272727273,82.75
2021-08-26,tmin,12.4,10.69
2021-08-26,tmax,17.1,19.18
2021-08-26,prec,7.4,0.66
2021-08-27,tmed,13.1863636363636,14.12
2021-08-27,ur,82.1818181818182,75.81
2021-08-27,tmin,9.8,7.78
2021-08-27,tmax,19.8,21.88
2021-08-27,prec,0,0.04
2021-08-28,tmed,16.2409090909091,17.96
2021-08-28,ur,71.8636363636364,72.12
2021-08-28,tmin,11.3,10.23
2021-08-28,tmax,22.9,25.83
2021-08-28,prec,0,0.02
2021-08-29,tmed,18.7136363636364,18.83
2021-08-29,ur,70.4545454545455,70.94
2021-08-29,tmin,14.6,13.84
2021-08-29,tmax,24,25.13
2021-08-29,prec,0,0
2021-08-30,tmed,18.9681818181818,18.9
2021-08-30,ur,66.7272727272727,68.12
2021-08-30,tmin,14.1,11.9
2021-08-30,tmax,25.1,27.17
2021-08-30,prec,0,0
2021-08-31,tmed,20.25,19.8
2021-08-31,ur,58.6363636363636,63.12
2021-08-31,tmin,15.6,13.25
2021-08-31,tmax,26.2,27.79
2021-08-31,prec,0,0.01
2021-09-01,tmed,20.6,20.24
2021-09-01,ur,57.1363636363636,61.81
2021-09-01,tmin,15.9,12.98
2021-09-01,tmax,27,28.61
2021-09-01,prec,0,0
2021-09-02,tmed,22.5136363636364,22.17
2021-09-02,ur,50.2272727272727,56.19
2021-09-02,tmin,17,15.6
2021-09-02,tmax,30.5,30.51
2021-09-02,prec,0,0.01
2021-09-03,tmed,21.4681818181818,21.18
2021-09-03,ur,67.0454545454546,67.19
2021-09-03,tmin,15.7,16.38
2021-09-03,tmax,27.6,29.01
2021-09-03,prec,0,0.01
2021-09-04,tmed,18.8136363636364,20.31
2021-09-04,ur,84.0909090909091,81.19
2021-09-04,tmin,16.1,14.47
2021-09-04,tmax,24.3,27.93
2021-09-04,prec,9.4,9.81
2021-09-05,tmed,19.0909090909091,19.94
2021-09-05,ur,85.3636363636364,80.75
2021-09-05,tmin,15.5,14.54
2021-09-05,tmax,23.1,26.43
2021-09-05,prec,15,3.39
2021-09-06,tmed,17.1272727272727,19.62
2021-09-06,ur,90.3181818181818,73.38
2021-09-06,tmin,13.8,12.54
2021-09-06,tmax,21.5,28.76
2021-09-06,prec,17.2,4.18
2021-09-07,tmed,20.2181818181818,24.09
2021-09-07,ur,77.2727272727273,66.44
2021-09-07,tmin,17.3,16.83
2021-09-07,tmax,25.7,32.28
2021-09-07,prec,0,3.95
2021-09-08,tmed,20.7590909090909,21.15
2021-09-08,ur,82.9090909090909,76.75
2021-09-08,tmin,18.7,15.4
2021-09-08,tmax,22.6,24.8
2021-09-08,prec,17.8,23.14
2021-09-09,tmed,15.1136363636364,15.16
2021-09-09,ur,79.6818181818182,73.88
2021-09-09,tmin,10.8,10.11
2021-09-09,tmax,19.4,21.23
2021-09-09,prec,1.8,0.15
2021-09-10,tmed,13.7409090909091,13.76
2021-09-10,ur,73.9090909090909,76.38
2021-09-10,tmin,8.3,8.12
2021-09-10,tmax,19.6,21.33
2021-09-10,prec,0,0.11
2021-09-11,tmed,15.35,15.58
2021-09-11,ur,70.0909090909091,70.44
2021-09-11,tmin,10.4,7.43
2021-09-11,tmax,23.2,23.65
2021-09-11,prec,0,0.03
2021-09-12,tmed,21.9045454545455,22
2021-09-12,ur,57.0454545454546,70.62
2021-09-12,tmin,15.9,13.17
2021-09-12,tmax,31.4,30.93
2021-09-12,prec,0,0.01
2021-09-13,tmed,27.1590909090909,25.01
2021-09-13,ur,51.5,72.88
2021-09-13,tmin,21.2,19.81
2021-09-13,tmax,32.9,33.37
2021-09-13,prec,0,30.12
2021-09-14,tmed,19.8909090909091,20.08
2021-09-14,ur,93.5909090909091,83.5
2021-09-14,tmin,17.6,14.65
2021-09-14,tmax,26.1,24.19
2021-09-14,prec,44.6,23.63
2021-09-15,tmed,14.5,15.83
2021-09-15,ur,87.0454545454546,68.69
2021-09-15,tmin,10.7,11.55
2021-09-15,tmax,17.5,22.4
2021-09-15,prec,0,0.38
2021-09-16,tmed,14.5818181818182,16.31
2021-09-16,ur,85.5454545454546,81.94
2021-09-16,tmin,11.5,10.13
2021-09-16,tmax,17.3,23.4
2021-09-16,prec,1,15.63
2021-09-17,tmed,16.7909090909091,17.25
2021-09-17,ur,93.6363636363637,92.31
2021-09-17,tmin,15.6,15.12
2021-09-17,tmax,19,20.69
2021-09-17,prec,9.2,28.63
2021-09-18,tmed,20.2,21.57
2021-09-18,ur,77.6818181818182,81.88
2021-09-18,tmin,15.6,16.06
2021-09-18,tmax,28.6,28.09
2021-09-18,prec,0,0.29
2021-09-19,tmed,25.4636363636364,24.02
2021-09-19,ur,75.0909090909091,81.69
2021-09-19,tmin,20.8,18.55
2021-09-19,tmax,33.6,30.33
2021-09-19,prec,0,0.05
2021-09-20,tmed,27.8227272727273,25.12
2021-09-20,ur,60.1818181818182,79.5
2021-09-20,tmin,22.9,20.8
2021-09-20,tmax,34,32.06
2021-09-20,prec,0,2.01
2021-09-21,tmed,20.0318181818182,17.17
2021-09-21,ur,88.5,83.25
2021-09-21,tmin,16.9,11.62
2021-09-21,tmax,27.4,21.01
2021-09-21,prec,7.6,10.15
2021-09-22,tmed,14.8909090909091,16.18
2021-09-22,ur,69.0909090909091,67.69
2021-09-22,tmin,9.1,8.53
2021-09-22,tmax,23.2,23.15
2021-09-22,prec,0,0.03
2021-09-23,tmed,15.9545454545455,17.71
2021-09-23,ur,75.6363636363636,82.06
2021-09-23,tmin,14.6,13.75
2021-09-23,tmax,19.6,22.94
2021-09-23,prec,0.8,8.62
2021-09-24,tmed,17.1545454545455,17.74
2021-09-24,ur,81.5,78.75
2021-09-24,tmin,14,12.54
2021-09-24,tmax,21.7,23.8
2021-09-24,prec,0.6,1.34
2021-09-25,tmed,17.0727272727273,17.08
2021-09-25,ur,73.5909090909091,75.06
2021-09-25,tmin,12.4,9.91
2021-09-25,tmax,24.5,24.33
2021-09-25,prec,0,0.02
2021-09-26,tmed,19.9,19.15
2021-09-26,ur,62.5,70.25
2021-09-26,tmin,13.3,10.59
2021-09-26,tmax,29.2,27.9
2021-09-26,prec,0,0
2021-09-27,tmed,23.1136363636364,22.3
2021-09-27,ur,54.5,71
2021-09-27,tmin,16.5,12.75
2021-09-27,tmax,31.9,31.04
2021-09-27,prec,0,0
2021-09-28,tmed,22.0590909090909,22.6
2021-09-28,ur,78.0909090909091,77.88
2021-09-28,tmin,18.7,18.27
2021-09-28,tmax,26.3,31.19
2021-09-28,prec,0,3.22
2021-09-29,tmed,20.8909090909091,21.53
2021-09-29,ur,78.8636363636364,76.81
2021-09-29,tmin,16.9,17.11
2021-09-29,tmax,26.5,28.2
2021-09-29,prec,1.2,0.1
2021-09-30,tmed,20.8590909090909,23.41
2021-09-30,ur,77.5,77.25
2021-09-30,tmin,17.1,16.97
2021-09-30,tmax,26.4,29.88
2021-09-30,prec,0,2.96
2021-10-01,tmed,21.0090909090909,22.35
2021-10-01,ur,90.6818181818182,84.25
2021-10-01,tmin,19.7,18.09
2021-10-01,tmax,23.7,27.81
2021-10-01,prec,30.2,15.86
2021-10-02,tmed,19.3545454545455,20.75
2021-10-02,ur,89.7727272727273,83.38
2021-10-02,tmin,17.2,16.29
2021-10-02,tmax,22.5,25.91
2021-10-02,prec,0.2,3.13
2021-10-03,tmed,18.3863636363636,19.83
2021-10-03,ur,95.5,90.06
2021-10-03,tmin,17.7,15.11
2021-10-03,tmax,19.9,23.6
2021-10-03,prec,20.8,5.94
2021-10-04,tmed,17.0454545454545,17.33
2021-10-04,ur,86.2272727272727,75.81
2021-10-04,tmin,14.5,11.69
2021-10-04,tmax,20.2,24
2021-10-04,prec,3.2,2.19
2021-10-05,tmed,15.6090909090909,17.98
2021-10-05,ur,75.7727272727273,66.19
2021-10-05,tmin,10,8.93
2021-10-05,tmax,23.1,25.6
2021-10-05,prec,0,0.56
2021-10-06,tmed,20.0454545454545,19.62
2021-10-06,ur,79.4090909090909,86.12
2021-10-06,tmin,18.7,16.55
2021-10-06,tmax,23.5,24.7
2021-10-06,prec,18.8,16.67
2021-10-07,tmed,17.5818181818182,17.73
2021-10-07,ur,73.8181818181818,74.19
2021-10-07,tmin,12.6,13.04
2021-10-07,tmax,23.4,24.41
2021-10-07,prec,0.6,0.21
2021-10-08,tmed,16.5636363636364,18.66
2021-10-08,ur,82.4545454545455,85.38
2021-10-08,tmin,14.2,13
2021-10-08,tmax,19.8,25.13
2021-10-08,prec,1.4,12.9
2021-10-09,tmed,18.0818181818182,19.22
2021-10-09,ur,97.0909090909091,90.44
2021-10-09,tmin,17,16.28
2021-10-09,tmax,19.3,22.67
2021-10-09,prec,54.6,24.15
2021-10-10,tmed,19.4681818181818,20.21
2021-10-10,ur,81.9090909090909,80.44
2021-10-10,tmin,15.8,14.4
2021-10-10,tmax,24.9,26.29
2021-10-10,prec,0.2,2.4
2021-10-11,tmed,19.7818181818182,19.75
2021-10-11,ur,81.9090909090909,81.75
2021-10-11,tmin,16.6,15.33
2021-10-11,tmax,25,24.69
2021-10-11,prec,21.2,5.67
2021-10-12,tmed,20.0318181818182,21.72
2021-10-12,ur,80.0454545454546,71.25
2021-10-12,tmin,16.1,16.8
2021-10-12,tmax,25.8,26.71
2021-10-12,prec,0.2,3.91
2021-10-13,tmed,21.2318181818182,21.92
2021-10-13,ur,68.7272727272727,74.06
2021-10-13,tmin,15.7,15.73
2021-10-13,tmax,29.2,27.92
2021-10-13,prec,0,0.08
2021-10-14,tmed,22.1772727272727,22.12
2021-10-14,ur,76.6363636363636,85.94
2021-10-14,tmin,17.4,18.19
2021-10-14,tmax,28.8,26
2021-10-14,prec,13.4,27.09
2021-10-15,tmed,19.4090909090909,20.16
2021-10-15,ur,93.1818181818182,90.88
2021-10-15,tmin,17.4,14.15
2021-10-15,tmax,23.2,23.92
2021-10-15,prec,58,58.67
2021-10-16,tmed,16.5363636363636,17.75
2021-10-16,ur,83.4545454545455,77.56
2021-10-16,tmin,14.5,12.44
2021-10-16,tmax,19.3,24.64
2021-10-16,prec,0,0.05
2021-10-17,tmed,16.6727272727273,18.12
2021-10-17,ur,84.2272727272727,76.56
2021-10-17,tmin,14,11.39
2021-10-17,tmax,20.4,25.45
2021-10-17,prec,0,1.18
2021-10-18,tmed,17.8590909090909,18.65
2021-10-18,ur,77.5909090909091,76.69
2021-10-18,tmin,13.6,13.54
2021-10-18,tmax,23.6,24.51
2021-10-18,prec,0,0.05
2021-10-19,tmed,18.4,17.78
2021-10-19,ur,64.9545454545455,68.19
2021-10-19,tmin,13.3,12.41
2021-10-19,tmax,24.2,24.54
2021-10-19,prec,0,0.09
2021-10-20,tmed,18.0083333333333,18.08
2021-10-20,ur,58.0833333333333,71.75
2021-10-20,tmin,12.7,11.61
2021-10-20,tmax,25.8,24.84
2021-10-20,prec,0.2,0.01
2021-10-21,tmed,17.9375,18.94
2021-10-21,ur,65,71.88
2021-10-21,tmin,11.2,11.56
2021-10-21,tmax,26.2,25.3
2021-10-21,prec,0,0.02
2021-10-22,tmed,19.9708333333333,20.37
2021-10-22,ur,62.5416666666667,67.81
2021-10-22,tmin,12.9,12.42
2021-10-22,tmax,27.8,27.11
2021-10-22,prec,0,0.01
2021-10-23,tmed,17.1083333333333,18.77
2021-10-23,ur,80.7916666666667,83.75
2021-10-23,tmin,15.2,15.21
2021-10-23,tmax,21.8,22.89
2021-10-23,prec,61.4,45.32
2021-10-24,tmed,16.7833333333333,16.68
2021-10-24,ur,75.4583333333333,71.81
2021-10-24,tmin,12.6,11.26
